 name	 vol(cu.μm)	 len(μm)	 <r>_vl(μm)	 <r>_obs(μm)	 par	 num_child	 children...
67.01	0.083514	0.219333	0.348139	0	55.01	0
56.01	1.1692	0.582656	0.799213	1.02539	48.01	0
53.01	0.167028	0.412	0.359229	0	54.01	0
65.01	3.73029	2.92119	0.637553	0.367228	64.01	0
72.01	0.807302	1.236	0.455968	0.137333	73.01	0
76.01	1.67028	0.219333	1.55692	1.65991	77.01	2	80.01	81.01
80.01	7.23788	1.81632	1.12625	1.31401	76.01	2	86.01	87.01
86.01	1.00217	0.641723	0.705053	0.641723	80.01	0
87.01	1.08568	0.219333	1.25523	0	80.01	2	91.01	92.01
91.01	2.24096	1.75725	0.637126	0.699612	87.01	0
92.01	2.67245	1.2546	0.823432	0.946368	87.01	0
81.01	1.28055	1.40666	0.538306	0	76.01	0
83.01	0.751626	0.824	0.538843	0	82.01	0
89.01	2.92995	1.75725	0.728515	0.671093	88.01	0
90.01	1.69812	1.46572	0.607272	0.622649	88.01	0
94.01	0.918655	0.412	0.842466	0.903501	93.01	0
95.01	13.1535	3.1021	1.16176	1.32012	93.01	0
96.01	0.167028	0.412	0.359229	0	97.01	0
34.02	3.2988	1.05372	0.998252	2.17709	N/A	2	31.02	35.02
31.02	25.1656	5.15088	1.24706	1.50589	34.02	2	30.02	23.02
30.02	8.79681	8.31479	0.580313	0.720705	31.02	0
23.02	126.997	15.8103	1.59901	1.70337	31.02	2	19.02	22.02
19.02	34.6583	2.87238	1.95978	2.07459	23.02	2	18.02	15.02
18.02	45.0419	11.2486	1.12898	1.12851	19.02	0
15.02	216.176	41.0082	1.29537	1.61408	19.02	2	14.02	11.02
14.02	33.1551	9.27088	1.06694	1.49554	15.02	0
11.02	77.1252	8.01398	1.75025	1.92919	15.02	2	10.02	9.02
10.02	201.185	34.6908	1.35868	1.41165	11.02	2	12.02	13.02
12.02	195.395	26.6408	1.52795	1.73143	10.02	2	16.02	17.02
16.02	73.9795	13.1676	1.3373	1.57067	12.02	0
17.02	388.841	36.0903	1.85189	2.08898	12.02	2	20.02	21.02
20.02	177.968	39.0511	1.20443	1.31917	17.02	2	24.02	25.02
24.02	6.7368	4.52399	0.688479	0.788527	20.02	0
25.02	9.63195	2.75191	1.05552	0.911573	20.02	0
21.02	125.814	21.6223	1.36094	1.44572	17.02	2	26.02	27.02
26.02	2.54718	2.51985	0.567241	0.610381	21.02	0
27.02	63.3872	24.7023	0.903768	0.991752	21.02	0
13.02	60.9653	9.55599	1.42504	1.62307	10.02	0
9.02	178.609	35.2777	1.26948	1.42306	11.02	2	8.02	5.02
8.02	5.0526	3.91722	0.640757	0.634315	9.02	2	7.02	4.02
7.02	4.34273	5.26247	0.512521	0.508549	8.02	0
4.02	40.7131	9.65032	1.15883	1.29568	8.02	2	3.02	2.02
3.02	5.95734	2.64032	0.847467	0.968489	4.02	1	6.02
6.02	44.9862	21.5816	0.81456	0.985384	3.02	0
2.02	45.7239	8.5823	1.30225	1.47127	4.02	2	1.02	0.02
1.02	14.6651	8.2646	0.751547	0.882319	2.02	0
0.02	115.408	31.247	1.08427	1.56108	2.02	0
5.02	21.5466	13.8065	0.70481	0.844268	9.02	0
22.02	487.318	83.3804	1.36395	1.53839	23.02	2	28.02	29.02
28.02	2.67245	1.81632	0.684359	0.74377	22.02	0
29.02	105.186	26.5144	1.12373	1.26193	22.02	2	32.02	33.02
32.02	122.265	31.5135	1.11129	1.36519	29.02	0
33.02	8.22613	2.16925	1.09867	1.52031	29.02	2	36.02	37.02
36.02	49.0227	9.62108	1.27354	1.27576	33.02	0
37.02	300.484	62.7823	1.23429	1.38703	33.02	0
35.02	136.003	19.2942	1.49791	1.74666	34.02	2	38.02	39.02
38.02	30.8584	11.2227	0.935544	1.06959	35.02	2	40.02	41.02
40.02	2.38015	5.11802	0.384748	0.334863	38.02	0
41.02	19.6676	11.7824	0.728926	0.82536	38.02	2	42.02	43.02
42.02	3.50759	0.994656	1.05948	1.20389	41.02	2	44.02	45.02
44.02	4.88557	4.79097	0.569733	0.490946	42.02	0
45.02	6.34707	3.57591	0.751655	0.647837	42.02	0
43.02	3.84165	3.22531	0.615741	0.594917	41.02	0
39.02	1.1692	0.994656	0.611691	0.590492	35.02	0
15.03	58.6269	4.71894	1.98862	2.13581	N/A	2	10.03	16.03
10.03	34.2964	4.98023	1.48056	1.62335	15.03	2	5.03	9.03
5.03	19.7093	2.75945	1.50782	1.66302	10.03	2	2.03	6.03
2.03	64.857	8.21676	1.58509	1.71816	5.03	2	0.03	1.03
0.03	215.11	35.6163	1.38653	1.66526	2.03	0
1.03	208.716	49.9386	1.15341	1.39448	2.03	2	3.03	4.03
3.03	11.1909	2.21903	1.267	1.18815	1.03	0
4.03	101.4	10.7891	1.72962	1.93187	1.03	2	7.03	8.03
7.03	104.671	26.8347	1.11427	1.17993	4.03	2	13.03	14.03
13.03	6.05477	5.66519	0.583266	0.695571	7.03	1	19.03
19.03	248.204	52.2549	1.22961	1.64115	13.03	0
14.03	4.25922	2.75191	0.701896	0.727061	7.03	0
8.03	310.422	73.619	1.15853	1.35031	4.03	0
6.03	120.678	18.7598	1.43095	1.56475	5.03	2	11.03	12.03
11.03	184.357	32.6754	1.34012	1.49074	6.03	0
12.03	326.763	35.2124	1.71867	1.83019	6.03	2	17.03	18.03
17.03	46.335	8.85654	1.29047	2.28266	12.03	2	20.03	21.03
